rest_id,rest_name
20076502,RKD Kitchen
19948518,Calcutta Biryani Club
19696351,New Galaxy Restaurant
20184093,Naidu Andhra Mess
19279947,Omm Nom Nomm
19496613,Burger Hangout
19162597,Pind Balluchi
19562707,Saiko Sushi House
19861873,ATH - All Things Healthy!
18353089,Cold Stone Creamery
19791814,Udupi Ruchi
19453472,Cake 24x7
20058270,Khichdi Kahani
19608076,PVR Café
20345874,Veg Daawat By Behrouz
19720176,Jubli Biryani
18992799,Chatora Chaat Corner
19145398,Fresh Cafe
19851864,Bluebird Cafe
19434818,Santrupti Biriyani Mane
19604323,Andhra Spice Hub
60665,Sai Foods
18758370,Ghar Ke Phulke
19624944,Uruvalu Biryani
20091600,Cafe Mumbai
51581,Jade
19829299,Uncle Peter's Pancakes
19427508,Rangamati Bengali Cuisine
19681945,7 Days Restaurants
20329239,Signature Wraps & Rolls By Faasos
20174106,House Of Mughals
19956417,Vinayaka 99 Variety Dosa Corner
20104916,Paratha Joint
20390242,Saanvika Foods
18022298,The Bawarchi
19998276,The Burrito Company
19096016,Deccan Paradise
19937528,Indian Aroma Resto Cafe
18487212,The Kim Chi Chef
20351718,Bengal Sweet And Restaurant
18313534,Stonelicious
20000383,Chintu's
20247592,Trattoria By Toscano
18505311,Saha Cabin Bengali Hotel
20240447,Bhojanashala
19309273,Rolls First
19104358,O2 Juice Bar
58515,Kolkata New Style Famous Kati Roll
19612761,Buffalo Wild Wings
19554246,Burger Express
20265027,Burgerama
19812545,Pizza @ 109
19435481,Via Milano
20452034,Asia Seven
20101203,Candice's Gourmet Sandwiches
19759049,Kerala Note Book
19604316,Chaishala-Chuski Chai Wali
20324611,Crazy Pizza
20319824,Dil Tiffins
20320682,Green Cravings
19751749,Shanghai Social
19292544,Edesia by Freshmenu
20103140,Flirt With Spices
19630054,Kheer Kadamb Bengali Sweets
19578214,Tummy Full
60628,Infinity Family Restaurant
19904017,BLD Restaurant
19947044,Bombay Brasserie
20086137,Mr. Shawarma
19693434,DP Ambur Hot Dum Biryani
20059903,Fnp Cakes 'N' More
19473535,Trattoria By Toscano
18911156,Navras
20308832,Wack Waffles & Brownies
19851421,Prowl Foods By Tiger Shroff
20339169,Protein Chef
19728257,MS Bengali Hotel
19917154,A.S Star Biryani
19378743,My Lunch Boxx - Mamatha's Home Food
53872,Windmills Craftworks
18734507,Slurpy Shakes
20118071,CupCake Noggins By CakeZone
19877529,Gourmet Ice Cream Cakes by Baskin Robbins
19630131,Amar Rannaghor
60911,Regale Restaurant
20242036,The Coffee Brewery
18581125,Ramdev Sagar
18430787,Punjabi Park Restaurant
19827794,The Food Village
19261164,Ocean Cake
19201448,Lassi Ghar
56467,153 Biere Street
18534396,Oota Bangalore
19687226,Ledikeni Sweets & Savouries
19450889,NN Food Court
20195717,Naan King
18742087,The Hyderabad Chefs
19318928,Cake Junction
19608340,Ambur Hot Dum Biriyani
52590,Cafe Noir
19951933,Ciro's Pizzeria
20384444,Andhra Meal Co
20039886,Bangarpete Chats
20025657,Peppy Parathas & Rolls by Chai Point
18443087,Gilly's Restobar
18896178,Blue Tokai Coffee Roasters
20239602,Dragonite - Chinese Cuisine
18818420,Khane Ka Khazana
19902502,Darbar Chowk
57058,Rekha Restaurant
20255221,Living Bowls
19644950,Mani's Hyderabadi Biryani
19805244,Nomad Rolls & Shakes
19200474,Hopshaus
19627091,Mondelice Cakes
18627642,Hotel Uttam Sagar
18576831,Delhi Kitchen
53472,Noodle Bar
19787725,Burgers@59
51465,Delhi Walle
19264693,Hard Rock Cafe
19563311,Maharaja Kitchen
19574157,INOX
19861333,Facecake
19343928,VV Biryanis
19292518,Soroush Biryani
19539526,Lola
20335646,Mitti Cafe
19430765,Chandni Chowk
19242256,Cake Hopper
19577290,Bangalore Tiffin Fusion (BTF)
19692184,Cream Hut
20215753,Just Bake
20108076,Nepali Restaurant
19680695,Sufis Fast Foods
19708911,Sri Lakshmi Bhavan
19036546,Iyengars Bread Basket
19499667,New Pizza pie
20282834,Sandwich 2 Poha
18851205,The Restaurant @Whitefield
20415700,Biryani Bandhan
19268117,Kolkata Famous Kati Roll
20077164,Naaku's Kitchen
20321016,MFC Juice And Cafe
20420328,Gismat Arabic Jail Mandi Restaurant
20321828,Jain Sweets And Savories
19808909,Collage By Toscano
19534824,Biryani Mount
20084879,Snacks & Sundaes
19324758,Sonar Bangla
18256426,Tandoor Box
20254960,Andhra Tiffin Room
19779104,Ohh Kolkata
20135862,Sardarji Di Rasoi
19793388,Odia Dhaba
19881144,Cakebee
19002781,Eatoz
20074650,New Ankur Restaurant
20084870,Sandwich Binge
20384328,Fusion Biryani
19934527,Darby's Pastries
20365037,Halwai Sweets And Snacks
20365532,Cheesecakes By CakeZone
19468756,Waffle Dreams
20076442,Hyderabadi Old Biryani
18739033,Desi Chats
19023102,Biryani Factory
19837266,Marwadi Chaat Tiffin Services
18903567,Sargam Sweets
19873266,Fresca
20122632,Vijayawada Tiffins
18911206,Hara Bhara Box
19534533,Vishal Sweets And Snacks
19723272,House of Momos By A1 Food Services
19629373,Cafe Factory Co
19673445,Momo Burger Joint
19765960,Burger Shop
52004,The Fat Chef
20393533,Sanskriti Tiffins
20087687,Burgerito
20023792,Kapital Kitchen
19554099,Bay Leaves
20176681,Punjab Time
19747664,The Biryani Cart
20217664,Food Court
20419964,Sri R Restaurant
19900351,Bangarpet Pani Puri
20349784,Biryani Time
20295734,Meat Up Hearth
19150853,New Punjabi Tadka Express
19938287,Chini Mirchi Indo-Chinese Kitchen
19068934,Jitu Bhai Dahibara Sweets & Savouries
18448355,Chatpata India
19432369,Kolkata Kitchen
19929673,Madurai Tiffin House
20006085,Food Point
20308801,New York Waffles & Dinges
19863764,Amritam Super Foods
19764058,Dhaba Downtown
19625789,Yumm Roll Mania
18788018,Kava Kitchen & Bar - Fairfield by Marriott
18333163,Häagen Dazs
20380727,Huber & Holly
19355018,McCafe by McDonald's
20262902,The Daily Bowl
19490743,Flying Kombucha
19083741,Cookie Man
20092218,89 Express Dhaba
20305808,Pind Da Chula
20106219,Litti Chokha Wala
20106446,E@t at tripti
19557895,Nawab Ka Kabab
19446555,Roma
20055011,Shifu's Wok
20410368,Coastline Kitchen
20215442,Biryanees
20000482,Day Night Dhaba
20001968,Ponnusamy Hotel
20195050,Sri Curries
19584838,The Daily Bowl
20167017,Gowdru Gammathu
19615252,Cafe Factory Co.
20146939,Bedouin's Shawarma And More
20191998,Pammi Auntie's Kitchen
20146136,Kothu Xpress
19630239,Kheer Kadamb  Bengali Sweets
20353233,Sri Ganesh Fruit Juice Centre
20273287,Hitchki
19420460,Biryani Bowl
20201653,Tandoor Garage
19601691,Shahi Kadaai
19003701,The Sweet Tooth
20350067,Magic Pizza
19660877,Kilo Paradise Biriyani
18387376,Chai Galli
19994848,Sai Jagannath Flavour Of Odisha
20315669,Juice N Joy
20368550,Senorita's Mexican Kitchen by Little Italy
18569642,Taishty
19253770,Biryani Paradize
19223360,Fresh Paratha Menu
19909347,Passport Of Bejing
19697490,Chinese Lovers
19851186,Wowffles
19151276,The Sandwich Station
20012335,Tava Say
20350864,The Chaat Cult
18902215,Lot Like Crepes & Cafe
20124705,Hungry Panda- Deliciously Chinese
20340480,DiabeSmart
20117667,Donburi
20344121,Veg Daawat By Behrouz
19321247,Chaat Lane
20075063,Lemone
20208917,Frozen Bear
19507907,Gowdru Hotel
19865842,Hyderabadi Spicy Biryani
20346418,Zaikedar Biryani
19445276,The Foody Station
20355894,Randal Kafi
20398210,Cibo Matto
19959240,The Dripping Cone
20264355,Nazrana Biryani
56877,Oakleaf
19752505,Khan's Biryani Zone
20006232,Khichdi Centre
20149402,Sandwich Junction
19408614,Combo Kitchen
20192435,51 Indian Restaurant
19147692,Kurtosshhh
20317003,MM Bangarpete Pani Puri Center
19213549,Tashann
52374,Shao - Radisson Blu
20410444,Bangali Radhuni
20303894,Anand Bhavan Resturant
20233072,Hyderabadi Biryani Junction
20143262,Siri Bangarpet Chats & Tiffen Corner
19829325,Chainaama
20402431,Momo Company
19106393,Goodness To Go By Smoke House Deli
20300484,Momos & Meals
20368964,Frizzles Kitchen
19840080,Bangarpet Pani Puri
20004151,New Gfc Gowdas Biriyani
20315974,Indian Paratha Company
19123745,Accidental Engineer
19862557,Bikram Sweets And Snacks
19338758,Market Cafe
20328891,Just Bake Cakes
19989235,Dahi Besar
19622280,Veg Khana
19563531,Roti Express
20336799,The Raja's
19468507,Andhra Aromas
20241599,Hyderabadi Traditional Biryani
18675143,Punjabi Food Joint
19969347,House Of Juice
18855956,Omleterian
20364704,Go Naati
19454660,Biriyani Paradise
20439430,Mutton Point
20309429,Miami Shakes & More
20261602,Bodypower Cafe
20124707,Crazy Bao
20195661,Kickstarter
20227974,Bhai Biryani - Ambur Biryani & Kebabs
20275792,The Chatpata Affair
19366197,Cream & Fudge
20346377,Ultimate Tandoor
20416193,Shreyas Pork And Chicken Hotel
20433022,Taaka Chinese
20008284,Maa Ka Swad
20012523,Noodle
19746149,Ghar Ka Tadka
18627611,Arogya Thaana
19630523,Biryani Plaza
19504488,The Baker's Dozen
20409724,The Twenty Handmade Chocolates
20381199,Howrah Bridge
20234531,Enchanté by Chai Point
20264302,Malabar Darbar
19488682,Bowlss Of Bliss
20421769,Cafe N Town
20401967,Nevesa Bites
20308736,Miami Waffles & Jawbreakers
19933477,Wall Street Shack
19935824,The Big Bang Sky Deck And Lounge
20240580,Sri Sai Ram Foods
19099951,Express Cafe
20348252,ATR Foods
19262022,Vijay Kitchen
18911014,Amrit Bhog - Jain Food
18767534,Iyengar's Bread Basket
20189633,A 2 Z Momo King
19164832,Biryani Festival
19583038,Cake Creation
19837292,Chole Bhatura And Parathas
19420668,J H B Cafe
19801089,World Of Combos
20066294,Wrap It
20165581,Anika Restaurant
19545904,La Burgerita
52977,Amoeba Sports Bar
20241600,Kolkata Recipe
19854026,Ocean Cake
19622189,Carlos Cakes
20255960,Punjab Da Kitchen
19465523,TT's Kitchen
19914632,Pabrai's fresh and Naturelle Ice Cream
19509314,Maa Tea
20361248,Meatwale.Com
20405938,Aarya Home Made
20448381,Annamandir
19841116,Kolkata Famous Kati Roll
20255035,The Vada Company
20115164,The Diner
19916918,Chiness Food Corner(CFC)
20252255,Genie Menie Combos
19431508,Namma Nati Mane
18911435,Amritsari Haveli
20350179,Cafe'ISH
19682961,A1 Food Services
20417639,The Flower Tart
55387,Chiller's Nation - Iris Inn
20432951,Chetty’s Corner
19848818,Sugar Cane Wala
20250376,Kolapasi
19786104,Lalaji Ki Kulfi
20224782,Habba Kadal
20364847,Prasuma Momo Kitchen
20153374,Chinese Town
19891646,Tea Time
19165167,Coco Hut
19609444,Tea Bites Cafe
19733332,Jai's Biriyani Mane
19161278,Dan's Eatery & Creamy
20334242,Ketchup Momos
19689091,Mom's Cook House
20149822,The Winner's Taste
20107134,The Wuhan Story
19744240,Toast - Pizzeria & Burger
20081237,Kolkata Sweets
19068937,Apni Dukan
19483750,Sai Ram's Cafe
19579592,Sandwich Grill
20326945,Falafel Fresh
19532814,The Coffee House
19538794,The Corner Shop
19574661,Litti Point
20398971,Ramji Food Factory
19177870,Guntoor Mirchi
19064995,Boho
19645521,Palace Cuisine
19858764,Litti Bhandar
19523976,Puff & Curries
20160797,Maggination
20063363,The Fry Shack
19319686,Berytoz
19602511,Cafe Oye Lassi
20421021,Sardar Ji Ka Dhaba
20325069,Eat Roz
17978361,Marigold Fine Dine Restaurant
18489128,Orzuv
19777338,Mealicious
18749106,Bawarchi Restaurant
19879761,Keshari Sweets & Snacks
20247595,Toscano's Crafted Cakes & Desserts
20179663,Paanchforon
20113130,Bhagini Residency
19545906,Sri Chowdeshwari Mudde Hotel
19410237,Kai Ruchi
20058274,Khichdi Kahani
19545874,The Club Cafe
18825199,Layla - The Den Bengaluru
19061431,FNP Cakes
18646850,Best In Klass
20309715,Jenny's Brownies
20106588,Chakh-Na
58353,The Eatery - Four Points by Sheraton Bengaluru
20137119,The Ice Cream Zone
19206125,One Bites
19176435,BIB - Breakfast in the Box
20095514,Dumont
19488575,Creams & Bites
20094488,Mimi Takeout
19430590,WOW! Momo
19949625,Ghee and Turmeric
19421107,Lassi Corner
57234,Five Star Chicken
19427348,VV Rolls And Shawarma
19490826,Biryani Express
19615178,LalChi
19838410,Annapoorna Kitchen
19448577,Dial A Biryani
19724786,The Home Chef
19863578,Hokart - Mane Oota
19818184,Hokart Andhra Hotel
19650105,Spicy Dates
19575440,Burger For Breakfast
19599843,The Meaty Bites
19270567,Angaar Biryani
19639221,The Mamak
19627868,Highway On The Plate
19490856,Dal Roti
19723822,Biryani And Pulao Collection By ITC Hotels
19730560,Moms Homely Paratha
19440854,Yummy Pots
19424757,Kattappas Kitchen
19803226,Nattupura Unavagam
19301843,Davanagere Chats
19901256,Cake Forum
18773644,Vindoos Stop And Eat
19672769,Soulfuel – Food For Soul
19899161,Swa Artisanal Syrups
19921607,The Pizza Feast
19682861,The Taste Of Andhra
19734575,Meetho
19777352,Chaat Cafe
19772847,Bakechef
19431429,Pink Panther
19436047,Garhwali Khana
19431426,Combo 10
19421156,Kitchen Essentials
19495622,The Ice Cafe
19648425,So Fresh
19694946,Food Connections
19652200,Sajan's Kitchen
19843543,The Baking Home
19864920,V Kitchen
19931481,Melting Hearts
19769076,The Hungry Himalayan
19655780,Udupi Veg
19234699,Premium Bombay Kulfi - Creamchillz
19532044,One Plate Club Restaurant
19617896,Whitefield Dum Biriyani
18385436,Leon's Burgers & Wings
19812951,Pathaan Sir
20383296,Truffles
18254591,Domino's Pizza
20108694,Hunan
19498304,Meghana Foods
58095,Faasos - Wraps & Rolls
53910,McDonald's
18412126,Udupi Palace
56771,Mumbai Tiffin
57099,Empire Restaurant
53485,KFC
19797114,Pizza Hut
18476451,Shree Muthahalli Veg
18766105,Burger King
18681043,Asha Tiffins
18776849,Donne Biriyani House
19566529,Thalassery Restaurant
53923,Corner House Ice Creams
56952,Families Food Court
61105,Mughal Treat
20325322,HSR Fresh Cane Juice
19770997,La Pino'z Pizza
55634,Subway
19037486,Dindigul Thalappakatti
18181319,Lassi Shop
18140795,Madeena Hotel
19474693,Madurai Idly Shop
18668805,Cakewala
20276873,GOPIZZA
19188037,Mani's Dum Biryani
18503723,Onesta
20287788,Polar Bear
57282,Kannur Food Point
18216669,FreshMenu
18590970,California Burrito
18472400,Kapoor's Cafe
19438920,Samosa Party
19122399,Kirti Kitchen
18610383,Arogya Ahaara
19851390,The ThickShake Factory
54998,A2B - Adyar Ananda Bhavan
18539169,Beijing Bites
19331565,Andhra Gunpowder
18613656,Sharief Bhai
18489118,Punjabi Nawabi
19535924,Kannur Food Kitchen
19329530,Goli Vada Pav No. 1
18548444,WarmOven Cake & Desserts
20226926,Theobroma
56488,Swad Punjab Da
19892706,Ghee And Turmeric
18704109,Szechuan Dragon
19509683,Nadan Pothichoru
18683377,99 Variety Dosa & Pav Bhaji
18352544,HSR High Street
18762513,XO Belgian Waffle
19579766,Magnolia Bakery
55225,Sichuan
19827645,Mr. Shawarma & Miss. Grill's
18628145,Kulfi Shulfi- Kulfis and Ice Cream
18412116,Hotel Manu
18172521,New Mangalore Lunch Home
18472399,Ziyan's Cafe 27th
50716,Nandhana Palace
18797582,Al-Bek
18011664,Biriyani Zone
19528299,Imperio Restaurant
19672926,Five Star Chicken
20009293,Nandhini Deluxe
56039,Kabab Magic
50505,Imperial Restaurant
51952,Kanti Sweets
18622229,MOJO Pizza - 2X Toppings
18344009,Behrouz Biryani
19492114,CakeZone
18391016,Ovenstory Pizza
18173080,BOX8 - Desi Meals
18555024,Hyderabad Biryaani House
20246508,RNR Biryani - Taste Of 1953
20313795,Sri Udupi Food Hub
20287606,Taco Bell
19624795,Chicking
18548293,EatFit
18943530,WOW! Momo
18735228,Potful - Claypot Biryanis
19310242,Natural Ice Cream
52953,Ambur Star Briyani Since 1890
19331557,Biryani Trip - Destination Hyderabad
19340714,Shanmukha
19868806,Biryani By Kilo
18487213,Anand Sweets And Savouries
53230,Nagarjuna
20331788,Kwality Wall’s Frozen Dessert and Ice Cream Shop
19142306,EasyBites by Empire
19757317,Pizza @99
18556248,Roti Wala. Com
19747031,Wendy's
18769675,Royal Biryani Kitchen
19043263,Sardarji Londonwaley
19715673,Chinese Wok
18531493,"Frozen Bottle - Milkshakes, Desserts And Ice Cream"
19650632,Donne Biriyani House
18246529,Amma's Pastries
20396738,Narmada Chain of Restaurants
18280622,Savoury Restaurant
18435699,Meat And Eat
58001,Rolls On Wheels
19223212,The Pizza Bakery - All Day Eatery
19343675,Paratha Envy
19669392,Call Me Chow
18658885,The Punjabi Rasoi
50068,Barbeque Nation
19300462,Chulha Chauki Da Dhaba
20181562,The Belgian Waffle Co.
18494102,Baskin Robbins
19227397,Namaste
18585428,Aromas Of Biryani
20001766,Great Indian Khichdi by EatFit
59970,Anjappar
20213184,Glens Bakehouse
19715682,Big Bowl Company
19411584,LunchBox - Meals and Thalis
19494964,T’s 21 Spice Biryani
20212253,Biryani Blues
19232578,Dilli Da Dhaba
19582994,Beyond The Crust - BTC
19823887,ZAZA 22 Spice Awadhi Biryani
19810678,NH1 Bowls - Highway To North
18649434,New Udupi Grand
19088030,WOW! China
19230148,The Biryani Life
19257023,Indian Grill House
18856936,UBQ By Barbeque Nation
19453661,Smoor
19049576,Pepe's Pizza
20005282,The Dessert Heaven - Pure Veg
18285162,Shanghai Court
19685025,Falahaar & Kota Kachori
19264026,Kaati Zone Rolls and Wraps
19541585,Zomoz - The Momo Company
18432995,Chai Point
19447501,Ludos Pizza
19053021,Dande's Hyderabad Biryani
19145930,Ande Ka Funda
18263427,Punjabi Nukkad Pure Veg
19896448,Donne Biryani Mane
51239,Muthashy's
60472,Kataria's
18843852,Five Star New Ambur Biryani
19887470,Jose Mess
18879042,The Good Bowl
18290051,Halli Jonne Biriyani
18869629,Cakes Wagon
19554925,99 Varieties Dosa & Pav Bhaji
20300462,Kailash Parbat
54439,Adiga's
56573,Biryani Pot
19292271,Momoz
20208142,Asha Sweet Center
19594209,Biryani King
19511845,The Parotta Combo
19329681,Mealful Rolls - India's Biggest Rolls
18970231,Calicut Cafe Restaurant
19479172,Biggies Burger
18701140,Chaat Street
19528145,Imperio Combo King
59180,King Punjabi Restaurant
18880163,Keventers - Milkshakes & Desserts
19606715,Ambur Star Briyani ® Since 1890
19155973,Mad Over Donuts
19885407,FB Cakes
19795143,ITC Master Chef Creations
20188958,Al Khaja Restaurant
58882,Byg Brewski Brewing Company
19668515,Ambur Biryani Point
19319832,Chinese BAE
19947221,Chung Wah's
18173093,Laddoos
18604159,Sri Vishnu Park
19265539,Donne Biryani Palace
18932645,Basmati Biriyani Nation
19422319,Charminar Biryani House
19757613,Chaayos Chai+Snacks=Relax
19996957,Eden Huts Restaurant
60583,Cream Stone Ice Cream
18711186,Cupcake Bliss Cakes & Desserts
20306992,Yumlane Pizza
19618785,Starbucks Coffee
18926795,Punjabi Unplugged
18747876,Hyderabadi Biryani Hub
19542030,LeanCrust Pizza- ThinCrust Experts
59461,Krispy Kreme
19849235,Momo Zone - The Momo Company
60802,Phulke Ghar Ke
18022259,Just Shawarma
55203,Sardarji Ka Dhaba
18772974,IDC Kitchen
18551697,Sweet Truth - Cake and Desserts
19269540,1947
18542736,ibaco
19852424,Auntie Fung's
19139853,NH8
19520423,Texas Burgers
20296205,Biryani Square
19480541,Itminaan Matka Biryani - Slow Cooked
54412,Gyani Da Punjabi Dhaba
19646742,Sreeraj Lassi Bar
19840458,Pure Veg Meals By LunchBox
18988113,Just Cakes
18430783,Bathinda Junction
19332718,Daily Sushi
19728512,Dum Biryani Adda
19486187,Singh Da Punjabi Dhaba
19354848,Zaatar Bengaluru
19808041,The Dessert Zone
18791092,Afghani Tandoori Hub
18762571,AB's - Absolute Barbecues
18391007,Khan Saheb Grills And Rolls
18304757,Toscano
20393372,Just Bake
20409486,Bucket Biryani
18793402,Shree Mahalakshmi Sweets
19548815,Ghee Tadka Khichdi
61172,Hotel Salam
18658897,Apsara Ice Creams
19604805,Bhartiya Jalpan
19480950,Tharavadu Malabar Biryani
18899065,Aubree
18790564,Udupi Nalapaka
18775254,RB Food Point
19265986,Absolute Shawarma
61681,1522 - The Pub
19910256,Mirchi Maharaj
19628037,Rajasthani Taj Restaurant
19882249,Mainland China
18791223,Dum Biryani Hub
18765134,Aligarh House by EatFit
19469580,Paris Panini - Gourmet Sandwiches
19504732,Brik Oven
18140780,Chaatimes
19545311,IBC - Indian Biryani Company
52558,JK Eden Huts Restaurant
19271721,Shiv Sagar Signature
59621,New Kabab Zone
19187278,Empire Juices and Desserts
18763397,Udupi Aatithya
19796272,Vinu Coorg Pork Hotel
54521,Swadista Aahar
58359,Cakebuy
18760803,Sri Vishnu Grand
50710,Nagarjuna Chimney
19715694,The Momo Co.
19748522,NOTO - Healthy Ice Cream
51037,Ghar Ka Khana
19015689,Birbal Biryani - Harlur
19167493,Chopstick
19403053,Roti Sabji.Com
19193807,OOttupura
19159738,Sandwich Guru
60087,Cafe Coffee Day
19450277,Babai Tiffins
53831,Abhiruchi Hotel
19340725,Basmati Express
20459096,Arabian Shawarma
19331537,Momo Monk
18854301,Bombay Kulfis
18711173,Indiana Burgers
20243771,Crusto’s - Cheese Burst Pizza
19511883,Schezwan Hub
20376002,Goila Butter Chicken
18237905,Sri Bhagya Grand
18975446,Estaa Sweets
52043,Jalpaan
19842722,Third Wave Coffee
51176,Tharavadu
18254568,Kullad Cafe
19739125,Donne Biryani
19374760,TrueCakes
20002168,Home Plate by EatFit
19350276,Lassi Corner
19882277,Oh! Calcutta
50874,Savoury - Sea Shell Restaurant
58828,Kalingas
18944499,Sri Bhagya Veg
18460060,Punjabi Dhaba
18889301,Hari Super Sandwich
18676689,Sattvam
19828463,Hyderabad Magic
20013653,HOMMS
20013654,Khanna's
50261,China Pearl
19050027,Puchkas
20018224,Green Onion
19625755,Mallu Family Restaurant
19882292,Haka
18577766,Firangi Bake
19331558,Snack House
19955965,Friendly Neighbourhood Pizza - Man
18747258,Hungry Bird
18576480,Hiyar Majhe Kolkata
19528143,Biryani Mount
20305963,Basaveshwar Khanavali
19866692,Kolkata Durbar
20190854,Kanti Sweets
18728780,New Mahesh Friends Food Corner
19987145,Cake House
50063,Bangaliana
19314060,SLAY Coffee
18666309,Kerala Panoor Restaurant
19755944,Biryani House
20351775,Chef Bakers
19039501,Mumbai Xpress
19498086,Wokitchen
19291584,Udupi Aramane
60399,Carlos Cake Cafe
19982822,Tasty Restaurant
19829476,Punjabites By Empire
19260640,The Meal Plate
19706212,Biryanis
19911954,Pizza @11th Cross
19021464,Rusbury Fresh Sweets And Savouries
19316907,Habibi Falafel
19714685,Burgers@79
19175953,Sree Krishna Kafe
18745143,Sri Bhagya Sagar
19996187,FB Café By Frozen Bottle
18467253,Aapni Rasoi
19998935,Savi Ruchi
19966521,Bowl 99
20453065,Maharaja Military Canteen
19352693,Simplee Shawarma
19821357,Castle Restaurant
20397357,New Udupi Upahar
18569902,Ambara Gardenia
19340739,Hungry Chang
18789828,Khichadiwala
61053,Hotel Godavari
19701455,Brew Cafe
18888709,Kanti Bakes & Flakes
20243765,Olio - The Wood Fired Pizzeria
20376977,Basaveshwara Khanavali
19715701,Rolls & Bowls Company
60175,Parkview
18108026,Hotel Palace
19132526,Chickpete Donne Biryani House
19294965,Mayuri
19162649,Udupi Kitchen
18591363,The Rasoiya Street
19001493,Elite Kerala Mess
19583843,Copper Kitchen
19882228,Asia Kitchen By Mainland China
19354347,Coal Spark
61019,Tasty Magic
19181768,Mast Marathi
18623142,Dhaba Shaba
58129,New Gongura Grand
20416049,Goplajee Cafe
20173023,Mallu House
19046014,Holy Smoke
19049587,Jeni's Kitchen
18980553,The Red Box
19920527,Keventers Ice Cream
18655724,Agarwal Food Service
19563297,New Ambur Hot Dum Biriyani
18807829,Bengali Fun Foods
19591770,Boss Burger
19122308,Marmali Kitchen
19590583,Nasco Restaurant Kabab Center
20362330,Rice Noodles
18649431,Sri Sapana Dhaba
19507823,Social Delivery
19541588,BigBites
20013733,Madurai Parotta House
19283871,Sharma's Kitchen
53996,Dragon's Kitchen
19967273,Gowda's Nati Cafe
20020959,Giani Icecream
19808037,Burger It Up
19195689,Venu's Donne Biriyani
19415290,Singh Punjabi Restaurant
18735234,Sri Dalma
19350163,Lo! - Low Carb And Keto Foods
19714736,Kouzina Kafe - The Food Court
18254562,Punjabi Food Point
20261371,Pizza O' Clock
20242619,Ande Ka Funda
18751897,Andhra Bhojanam
19141723,Chianti
20170943,The New Arsalan
18680920,Sri Udupi Sagar
50863,Royal Treat
19503657,Nizam's Kitchens
57273,New Kabab Plaza
20346450,Eat N Drink
19579074,Sahukar Biryani - Biryani Royal
19256697,Salena And New Salena Food Center
18521766,Mandya Gowdru Donne Biryani
19132204,New Donne Biriyani House
18375505,Kerala Mess Upahar
19324403,O4H - Order For Health
51041,Tunday Kababi
19766833,Abees Mess
19947443,Hao Chi Express
19514089,Mega Biryani
19745953,GLOBO Ice Creams Of The World
51019,The Rasaganga
18333173,Tenzin Kitchen
18467220,C. K. Mega Hot Food
19797167,Bhatinda Bhatti
18362405,Andhra Kitchen
51335,Nanda's
19366922,The Fritter Company
18610445,The Nosh House
18359878,Little Italy
18855928,Royale Dine
19501520,Art of Delight
19968343,Thali 99
18949493,Halli Mane Badoota Hotel - Nati Style
18933047,The Cake Zone
19941912,Taato Peero Momos
59974,Thottathil Food House
19439438,Hao Chi
18668902,Samosa Singh
19154871,Marwadi Chaat Tiffin Services
20103587,Dhaba Stories
18785458,Suryawanshi
18298273,Southinn
60941,Kairali Restaurant
19795188,ITC Sunfeast Baked Creations
18631941,Thalassery Cafe
19177005,Homese Just Veg
19457471,Taiki
20270974,The Brooklyn Creamery - Healthy Ice Cream
19503735,Mangaluru Kairuchi
54636,Tibetan Mother's Kitchen
19367423,Vaigai Vilas
20377338,Aramane Donne Biriyani
19268342,Puneri Katta
18797806,Food Court By Kitchens@
18589037,Tandoor Merchant
18746277,Grow Fit
19391419,Garden Fresh
18995973,Jagannath Food Corner
19648264,Andhra Meal Express
20462738,Halli Mane Donne Biriyani
57237,Fish & Fries Restaurant
19308508,Tikka Kebab
20163232,RollsKing
20019935,Living Bowls
18553444,Indori  Zaika
18387661,Sangam Sweets
20016018,Gowdru Hotel
19300213,Figo Deli
19568180,Champaran Meat House
19836519,Svadu Pure Ghee Sweets
20086215,Millet Express
19300895,Big Pitcher
18561653,Sri Venkateshwara Sweet Meat Stall
19521759,Smoke House Deli Delivery
18667645,Taste Of Malabar
20111109,Kebab Exotic
19451868,Oven Theory Pizza
19322090,Dosa Chicken Curry
19331297,Momo's Man & More
19947379,BOX2EAT
19740146,Kerala Note Book
19214001,Chole Bhatura And Parathas
19597013,Zain Kabab Zone
18954325,Go Native
19540446,Darjeeling Hot Momos
19862787,Baba Ganoush Cafe
19270265,Biryani Crafts
19296734,Sabzi Aur Roti
19440586,Malnad Donne Biriyani - MDB
20039553,Ganesh Hotel
19926900,Chandni Chowk 2 Bangalore
19595585,Turkish Chicken Company
53931,Juice Junction Food Court
19678181,Meal@79
20309177,BLR Brewing Co.
52488,Kumarakom The Restaurant
19853493,Nandanam Restuarant
20081045,Art Of Dum
18550613,Punjabi Swag
18798441,Ice Cafe & Lassi Shop
18498744,Sai Jagannath Food And Chats Point
50609,Lazeez
18980258,Punjabi Chulha
58506,Simply Indian
19360421,Tibb's Frankie
19867733,Thakkali Kitchen
51576,Sweet Chariot
19807352,Basaveshwara Khanavali
19481899,Udupi Upahar
55701,Atthemane's Biriyani Palace
19280485,Express By ABs
19343629,Burger Man
51868,Guru Palace
53579,Lavonne
59642,Moti Mahal Delux
19762956,Cake Party
19545162,Jumbo Sandwich
