rest_id,restaurant,link,cusine,rating,price
1633,Krispy Kreme,https://www.zomato.com/bangalore/krispy-kreme-hsr/order,"Desserts, Beverages",4.5,₹300 for one
1634,Momo Zone - The Momo Company,https://www.zomato.com/bangalore/momo-zone-the-momo-company-hsr-bangalore/order,"Chinese, Tibetan",3.7,₹300 for one
1635,Phulke Ghar Ke,https://www.zomato.com/bangalore/phulke-ghar-ke-bellandur/order,"North Indian, Chinese, Fast Food, South Indian",4.1,₹300 for one
1636,Just Shawarma,https://www.zomato.com/bangalore/just-shawarma-sarjapur-road/order,"Lebanese, Fast Food, Beverages",4.3,₹300 for one
1637,Sardarji Ka Dhaba,https://www.zomato.com/bangalore/sardarji-ka-dhaba-bommanahalli-bangalore/order,"North Indian, Mughlai",3.9,₹300 for one
1638,IDC Kitchen,https://www.zomato.com/bangalore/idc-kitchen-koramangala-5th-block-bangalore/order,"South Indian, Beverages",4.0,₹300 for one
1639,Sweet Truth - Cake and Desserts,https://www.zomato.com/bangalore/sweet-truth-cake-and-desserts-hsr-bangalore/order,"Desserts, Bakery",3.4,₹200 for one
1640,1947,https://www.zomato.com/bangalore/1947-jp-nagar-bangalore/order,"North Indian, Beverages, Desserts",4.0,₹200 for one
1641,ibaco,https://www.zomato.com/bangalore/ibaco-hsr-bangalore/order,"Ice Cream, Bakery, Desserts",4.4,₹200 for one
1642,Auntie Fung's,https://www.zomato.com/bangalore/auntie-fungs-bommanahalli-bangalore/order,"Asian, Chinese, Thai, Vietnamese, Japanese, Indonesian, Burmese, Korean",3.8,₹200 for one
1643,NH8,https://www.zomato.com/bangalore/nh8-hsr-bangalore/order,"Rajasthani, North Indian",3.8,₹200 for one
1644,Texas Burgers,https://www.zomato.com/bangalore/texas-burgers-bommanahalli-bangalore/order,"Burger, Fast Food, Beverages",4.0,₹200 for one
1645,Biryani Square,https://www.zomato.com/bangalore/biryani-square-2-btm-bangalore/order,"Mughlai, North Indian",3.8,₹200 for one
1646,Itminaan Matka Biryani - Slow Cooked,https://www.zomato.com/bangalore/itminaan-matka-biryani-slow-cooked-2-hsr-bangalore/order,"Biryani, North Indian, Desserts",4.3,₹200 for one
1647,Gyani Da Punjabi Dhaba,https://www.zomato.com/bangalore/gyani-da-punjabi-dhaba-btm/order,"North Indian, Mughlai, Chinese",3.9,₹200 for one
1648,Sreeraj Lassi Bar,https://www.zomato.com/bangalore/sreeraj-lassi-bar-bannerghatta-road-bangalore/order,"Beverages, Shake, Ice Cream, Desserts",4.0,₹200 for one
1649,Pure Veg Meals By LunchBox,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-hsr-bangalore/order,North Indian,3.9,₹200 for one
1650,Just Cakes,https://www.zomato.com/bangalore/just-cakes-koramangala-7th-block-bangalore/order,"Bakery, Desserts",3.9,₹200 for one
1651,Bathinda Junction,https://www.zomato.com/bangalore/bathinda-junction-hsr/order,"North Indian, Chinese, Mughlai, Desserts, Beverages",3.8,₹200 for one
1652,Daily Sushi,https://www.zomato.com/bangalore/daily-sushi-hsr-bangalore/order,"Japanese, Korean, Sushi, Asian",4.1,₹200 for one
1653,Dum Biryani Adda,https://www.zomato.com/bangalore/dum-biryani-adda-hsr-bangalore/order,Biryani,3.9,₹200 for one
1654,Singh Da Punjabi Dhaba,https://www.zomato.com/bangalore/singh-da-punjabi-dhaba-hsr-bangalore/order,"North Indian, Biryani",3.6,₹200 for one
1655,Zaatar Bengaluru,https://www.zomato.com/bangalore/zaatar-bengaluru-bellandur-bangalore/order,"BBQ, Arabian, Biryani, Chinese, North Indian, Mughlai, Desserts, Beverages",3.8,₹200 for one
1656,The Dessert Zone,https://www.zomato.com/bangalore/the-dessert-zone-hsr-bangalore/order,"Desserts, Bakery",3.9,₹200 for one
1657,Afghani Tandoori Hub,https://www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,"Afghan, Fast Food, Chinese, North Indian, Desserts, Beverages, Sichuan",3.4,₹200 for one
1658,AB's - Absolute Barbecues,https://www.zomato.com/bangalore/abs-absolute-barbecues-sarjapur-road-bangalore/order,"North Indian, Mangalorean, BBQ, Street Food, Desserts, Salad, Beverages",3.5,₹200 for one
1659,Khan Saheb Grills And Rolls,https://www.zomato.com/bangalore/khan-saheb-grills-and-rolls-sarjapur-road/order,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages",3.9,₹200 for one
1660,Toscano,https://www.zomato.com/bangalore/toscano-koramangala-7th-block/order,"Italian, Continental, Healthy Food, Salad, Pizza, Seafood, Desserts, Beverages",3.9,₹200 for one
1661,Just Bake,https://www.zomato.com/bangalore/just-bake-1-hsr-bangalore/order,"Bakery, Street Food, Desserts",-,₹200 for one
1662,Bucket Biryani,https://www.zomato.com/bangalore/bucket-biryani-1-hsr-bangalore/order,"North Indian, Biryani, Chinese, Mughlai",3.6,₹300 for one
1663,Shree Mahalakshmi Sweets,https://www.zomato.com/bangalore/shree-mahalakshmi-sweets-hsr-bangalore/order,"Mithai, Street Food",4.1,₹300 for one
1664,Ghee Tadka Khichdi,https://www.zomato.com/bangalore/ghee-tadka-khichdi-hsr-bangalore/order,"North Indian, Street Food",4.3,₹300 for one
1665,Hotel Salam,https://www.zomato.com/bangalore/hotel-salam-bommanahalli-bangalore/order,"Lebanese, Kebab, Rolls, South Indian",4.0,₹300 for one
1666,Apsara Ice Creams,https://www.zomato.com/bangalore/apsara-ice-creams-hsr-bangalore/order,"Ice Cream, Desserts",4.4,₹300 for one
1667,Bhartiya Jalpan,https://www.zomato.com/bangalore/bhartiya-jalpan-hsr-bangalore/order,"North Indian, Street Food, Mithai, Rajasthani, Bengali, Beverages, Desserts",3.8,₹300 for one
1668,Tharavadu Malabar Biryani,https://www.zomato.com/bangalore/tharavadu-malabar-biryani-hsr-bangalore/order,"Kerala, Biryani, South Indian, North Indian, Seafood",3.5,₹300 for one
1669,Aubree,https://www.zomato.com/bangalore/aubree-koramangala-6th-block-bangalore/order,"Bakery, Fast Food, Italian, Thai, Desserts",4.3,₹300 for one
1670,Udupi Nalapaka,https://www.zomato.com/bangalore/udupi-nalapaka-bellandur-bangalore/order,"South Indian, North Indian, Chinese, Shake",4.1,₹300 for one
1671,RB Food Point,https://www.zomato.com/bangalore/rb-food-point-btm-bangalore/order,"North Indian, Chinese",3.7,₹300 for one
1672,Absolute Shawarma,https://www.zomato.com/bangalore/absolute-shawarma-hsr-bangalore/order,"Lebanese, Rolls",4.1,₹300 for one
1673,1522 - The Pub,https://www.zomato.com/bangalore/1522-the-pub-koramangala-4th-block/order,"Bar Food, Salad, Mughlai, North Indian, Chinese, Continental, South Indian, Beverages",-,₹300 for one
1674,Mirchi Maharaj,https://www.zomato.com/bangalore/mirchi-maharaj-2-hsr-bangalore/order,"Chinese, North Indian, Biryani, Seafood, Mughlai, Kebab, Sichuan",3.8,₹250 for one
1675,Rajasthani Taj Restaurant,https://www.zomato.com/bangalore/rajasthani-taj-restaurant-btm-bangalore/order,"North Indian, Chinese, Street Food, Rajasthani",3.1,₹250 for one
1676,Mainland China,https://www.zomato.com/bangalore/mainland-china-sarjapur-road-bangalore/order,"Chinese, Asian, Sushi, Momos, Japanese, Thai, Beverages",4.1,₹250 for one
1677,Dum Biryani Hub,https://www.zomato.com/bangalore/dum-biryani-hub-btm-bangalore/order,"Biryani, North Indian, Chinese, Desserts, Beverages, Sichuan",3.4,₹250 for one
1678,Aligarh House by EatFit,https://www.zomato.com/bangalore/aligarh-house-by-eatfit-koramangala-6th-block-bangalore/order,"Biryani, North Indian, Kebab, Desserts, Beverages",4.0,₹250 for one
1679,Paris Panini - Gourmet Sandwiches,https://www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-bellandur-bangalore/order,"French, Continental, Sandwich, Desserts, Beverages",4.1,₹250 for one
1680,Brik Oven,https://www.zomato.com/bangalore/brik-oven-koramangala-5th-block-bangalore/order,"Fast Food, Desserts, Beverages",4.0,₹250 for one
1681,Chaatimes,https://www.zomato.com/bangalore/chaatimes-koramangala-1st-block-bangalore/order,"Street Food, Fast Food",3.9,₹250 for one
1682,IBC - Indian Biryani Company,https://www.zomato.com/bangalore/ibc-indian-biryani-company-hsr-bangalore/order,"Biryani, North Indian, Chinese, Desserts, Beverages",3.9,₹250 for one
1683,JK Eden Huts Restaurant,https://www.zomato.com/bangalore/jk-eden-huts-restaurant-bellandur-bangalore/order,"North Indian, Mughlai, Chinese, Seafood",3.8,₹250 for one
1684,Shiv Sagar Signature,https://www.zomato.com/bangalore/shiv-sagar-signature-jp-nagar-bangalore/order,"Street Food, Fast Food, Continental, Chinese, Shake, Sichuan",4.0,₹250 for one
1685,New Kabab Zone,https://www.zomato.com/bangalore/new-kabab-zone-3-bommanahalli-bangalore/order,"North Indian, Chinese, BBQ, Sichuan",4.0,₹250 for one
1686,Empire Juices and Desserts,https://www.zomato.com/bangalore/empire-juices-and-desserts-hsr-bangalore/order,"Juices, Beverages, Shake, Ice Cream",3.5,₹100 for one
1687,Udupi Aatithya,https://www.zomato.com/bangalore/udupi-aatithya-bellandur-bangalore/order,"South Indian, North Indian, Chinese, Fast Food, Shake, Sichuan",3.9,₹100 for one
1688,Vinu Coorg Pork Hotel,https://www.zomato.com/bangalore/vinu-coorg-pork-hotel-bommanahalli-bangalore/order,South Indian,4.0,₹100 for one
1689,Swadista Aahar,https://www.zomato.com/bangalore/swadista-aahar-btm/order,"South Indian, North Indian, Chinese, Street Food",3.9,₹100 for one
1690,Cakebuy,https://www.zomato.com/bangalore/cakebuy-bannerghatta-road/order,Bakery,4.2,₹100 for one
1691,Sri Vishnu Grand,https://www.zomato.com/bangalore/sri-vishnu-grand-sarjapur-road-bangalore/order,"South Indian, North Indian, Chinese, Street Food, Beverages",3.9,₹100 for one
1692,Nagarjuna Chimney,https://www.zomato.com/bangalore/nagarjuna-chimney-jayanagar/order,"Andhra, Biryani, North Indian, Beverages",4.2,₹100 for one
1693,The Momo Co.,https://www.zomato.com/bangalore/the-momo-co-hsr-bangalore/order,"Chinese, Momos, Desserts, Beverages, Sichuan",3.5,₹100 for one
1694,NOTO - Healthy Ice Cream,https://www.zomato.com/bangalore/noto-healthy-ice-cream-bellandur-bangalore/order,"Ice Cream, Mithai, Desserts",4.1,₹100 for one
1695,Ghar Ka Khana,https://www.zomato.com/bangalore/ghar-ka-khana-btm-bangalore/order,North Indian,4.1,₹100 for one
1696,Birbal Biryani - Harlur,https://www.zomato.com/bangalore/birbal-biryani-harlur-hsr-bangalore/order,"Biryani, North Indian, Chinese",4.0,₹250 for one
1697,Chopstick,https://www.zomato.com/bangalore/chopstick-btm-bangalore/order,"Chinese, Desserts, Seafood, Burger, Sichuan",3.8,₹250 for one
1698,Roti Sabji.Com,https://www.zomato.com/bangalore/roti-sabji-com-1-btm-bangalore/order,"North Indian, Beverages, Rajasthani, Shake",3.5,₹250 for one
1699,OOttupura,https://www.zomato.com/bangalore/oottupura-btm-bangalore/order,"Kerala, South Indian",4.1,₹250 for one
1700,Sandwich Guru,https://www.zomato.com/bangalore/sandwich-guru-hsr-bangalore/order,"Fast Food, Sandwich, Beverages, Ice Cream, Shake",4.1,₹250 for one
1701,Cafe Coffee Day,https://www.zomato.com/bangalore/cafe-coffee-day-3-hsr/order,"Cafe, Fast Food, Coffee, Beverages, Desserts",3.5,₹250 for one
1702,Babai Tiffins,https://www.zomato.com/bangalore/babai-tiffins-1-hsr-bangalore/order,South Indian,4.1,₹250 for one
1703,Abhiruchi Hotel,https://www.zomato.com/bangalore/abhiruchi-hotel-btm-bangalore/order,"Andhra, Biryani, North Indian, Chinese, Seafood",3.6,₹250 for one
1704,Basmati Express,https://www.zomato.com/bangalore/basmati-express-hsr-bangalore/order,"Chettinad, North Indian",3.4,₹250 for one
1705,Arabian Shawarma,https://www.zomato.com/bangalore/arabian-shawarma-sarjapur-road-bangalore/order,"Shawarma, Fast Food, Beverages",3.9,₹250 for one
1706,Momo Monk,https://www.zomato.com/bangalore/momo-monk-hsr-bangalore/order,Momos,4.2,₹250 for one
1707,Bombay Kulfis,https://www.zomato.com/bangalore/bombay-kulfis-5-sarjapur-road-bangalore/order,"Ice Cream, Desserts",3.2,₹100 for one
1708,Indiana Burgers,https://www.zomato.com/bangalore/indiana-burgers-hsr-bangalore/order,"Burger, Rolls, Beverages, Desserts, Shake",3.9,₹100 for one
1709,Crusto’s - Cheese Burst Pizza,https://www.zomato.com/bangalore/crustos-cheese-burst-pizza-hsr-bangalore/order,Pizza,3.7,₹100 for one
1710,Schezwan Hub,https://www.zomato.com/bangalore/schezwan-hub-sarjapur-road-bangalore/order,"Chinese, Sichuan",3.8,₹100 for one
1711,Goila Butter Chicken,https://www.zomato.com/bangalore/goila-butter-chicken-hsr-bangalore/order,"North Indian, Mughlai, Biryani, Rolls",3.9,₹100 for one
1712,Sri Bhagya Grand,https://www.zomato.com/bangalore/sri-bhagya-grand-bannerghatta-road/order,"South Indian, Fast Food, Sandwich, Street Food, Desserts, Beverages",3.8,₹100 for one
1713,Estaa Sweets,https://www.zomato.com/bangalore/estaa-sweets-sarjapur-road-bangalore/order,"Mithai, Street Food, Desserts",4.1,₹100 for one
1714,Jalpaan,https://www.zomato.com/bangalore/jalpaan-jayanagar/order,"North Indian, Italian, Street Food, Desserts, Beverages",3.9,₹100 for one
1715,Third Wave Coffee,https://www.zomato.com/bangalore/third-wave-coffee-1-hsr-bangalore/order,"Cafe, Coffee, Fast Food, Pizza, Beverages",4.2,₹100 for one
1716,Tharavadu,https://www.zomato.com/bangalore/tharavadu-hsr-bangalore/order,"Chinese, North Indian, Kerala, South Indian, Biryani, Seafood, Mughlai",3.9,₹100 for one
1717,Kullad Cafe,https://www.zomato.com/bangalore/kullad-cafe-btm/order,"North Indian, Fast Food, Street Food, Shake, Beverages",3.9,₹100 for one
1718,Donne Biryani,https://www.zomato.com/bangalore/donne-biryani-btm-bangalore/order,"Biryani, South Indian",3.7,₹250 for one
1719,TrueCakes,https://www.zomato.com/bangalore/truecakes-btm-bangalore/order,"Bakery, Desserts",4.2,₹250 for one
1720,Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-hsr-bangalore/order,"Healthy Food, North Indian, Ice Cream, Desserts",3.8,₹250 for one
1721,Lassi Corner,https://www.zomato.com/bangalore/lassi-corner-sarjapur-road-bangalore/order,"Beverages, Fast Food, Desserts, Shake",3.0,₹250 for one
1722,Oh! Calcutta,https://www.zomato.com/bangalore/oh-calcutta-sarjapur-road-bangalore/order,"Bengali, North Indian, Seafood, Mughlai",4.2,₹250 for one
1723,Savoury - Sea Shell Restaurant,https://www.zomato.com/bangalore/savoury-sea-shell-restaurant-btm-bangalore/order,"Arabian, North Indian, Chinese, Fast Food, Shake, Desserts",4.0,₹250 for one
1724,Kalingas,https://www.zomato.com/bangalore/kalingas-btm/order,"North Indian, Odia, South Indian, Chinese, Fast Food, Street Food, Biryani",3.9,₹250 for one
1725,Sri Bhagya Veg,https://www.zomato.com/bangalore/sri-bhagya-veg-bommanahalli-bangalore/order,"Chinese, North Indian, South Indian, Street Food, Desserts, Beverages",3.9,₹250 for one
1726,Punjabi Dhaba,https://www.zomato.com/bangalore/punjabi-dhaba-hsr-bangalore/order,"North Indian, Chinese, Mughlai",4.0,₹250 for one
1727,Hari Super Sandwich,https://www.zomato.com/bangalore/hari-super-sandwich-btm-bangalore/order,"Sandwich, Fast Food",4.0,₹250 for one
1728,Sattvam,https://www.zomato.com/bangalore/sattvam-jp-nagar-bangalore/order,"North Indian, South Indian",4.0,₹250 for one
1729,Hyderabad Magic,https://www.zomato.com/bangalore/hyderabad-magic-hsr-bangalore/order,"North Indian, Mughlai, Chinese",3.9,₹150 for one
1730,HOMMS,https://www.zomato.com/bangalore/homms-sarjapur-road-bangalore/order,"Thai, Chinese, Momos",4.0,₹150 for one
1731,Khanna's,https://www.zomato.com/bangalore/khannas-sarjapur-road-bangalore/order,"North Indian, Mughlai",4.0,₹150 for one
1732,China Pearl,https://www.zomato.com/bangalore/china-pearl-koramangala-6th-block/order,"Chinese, North Indian, Seafood, Fast Food, Desserts, Beverages, Sichuan",4.2,₹150 for one
1733,Puchkas,https://www.zomato.com/bangalore/puchkas-sarjapur-road-bangalore/order,"Street Food, North Indian, Fast Food",3.8,₹150 for one
1734,Green Onion,https://www.zomato.com/bangalore/green-onion-bellandur-bangalore/order,"Chinese, Seafood, Sichuan",3.8,₹150 for one
1735,Mallu Family Restaurant,https://www.zomato.com/bangalore/mallu-family-restaurant-btm-bangalore/order,"Arabian, Biryani, Chinese, South Indian, Beverages, Shake",3.6,₹150 for one
1736,Haka,https://www.zomato.com/bangalore/haka-sarjapur-road-bangalore/order,"Chinese, Momos",3.9,₹150 for one
1737,Firangi Bake,https://www.zomato.com/bangalore/firangi-bake-hsr/order,"Italian, Mexican",4.3,₹150 for one
1738,Snack House,https://www.zomato.com/bangalore/snack-house-hsr-bangalore/order,"Fast Food, Street Food, Momos",4.0,₹150 for one
1739,Friendly Neighbourhood Pizza - Man,https://www.zomato.com/bangalore/friendly-neighbourhood-pizza-man-bellandur-bangalore/order,"Pizza, Italian, Ice Cream, Shake",4.2,₹150 for one
1740,Hungry Bird,https://www.zomato.com/bangalore/hungry-bird-sarjapur-road-bangalore/order,"Biryani, Chinese, North Indian, Hyderabadi, Andhra, Sichuan",3.9,₹150 for one
1741,Hiyar Majhe Kolkata,https://www.zomato.com/bangalore/hiyar-majhe-kolkata-btm/order,"Bengali, North Indian, Chinese, Biryani",4.0,₹150 for one
1742,Biryani Mount,https://www.zomato.com/bangalore/biryani-mount-1-sarjapur-road-bangalore/order,"Biryani, North Indian",3.3,₹150 for one
1743,Basaveshwar Khanavali,https://www.zomato.com/bangalore/basaveshwar-khanavali-1-koramangala-5th-block-bangalore/order,South Indian,4.2,₹150 for one
1744,Kolkata Durbar,https://www.zomato.com/bangalore/kolkata-durbar-btm-bangalore/order,"Biryani, Rolls, Mughlai, North Indian",3.6,₹150 for one
1745,Kanti Sweets,https://www.zomato.com/bangalore/kanti-sweets-bommanahalli-bangalore/order,"Mithai, Desserts",4.3,₹150 for one
1746,New Mahesh Friends Food Corner,https://www.zomato.com/bangalore/new-mahesh-friends-food-corner-btm-bangalore/order,"North Indian, Chinese, Street Food, Sichuan",3.3,₹150 for one
1747,Cake House,https://www.zomato.com/bangalore/cake-house-hsr-bangalore/order,Bakery,3.7,₹150 for one
1748,Bangaliana,https://www.zomato.com/bangalore/bangaliana-koramangala-7th-block/order,"Bengali, Seafood",4.1,₹150 for one
1749,SLAY Coffee,https://www.zomato.com/bangalore/slay-coffee-1-sarjapur-road-bangalore/order,Coffee,3.8,₹150 for one
1750,Kerala Panoor Restaurant,https://www.zomato.com/bangalore/kerala-panoor-restaurant-bellandur-bangalore/order,"Kerala, Seafood, Biryani, South Indian, Chinese, North Indian, Sichuan",3.9,₹150 for one
1751,Biryani House,https://www.zomato.com/bangalore/biryani-house-3-electronic-city-bangalore/order,"Biryani, Chinese, Sichuan",3.6,₹150 for one
1752,Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-5-sarjapur-road-bangalore/order,Bakery,3.8,₹150 for one
1753,Mumbai Xpress,https://www.zomato.com/bangalore/mumbai-xpress-koramangala-5th-block-bangalore/order,"Fast Food, North Indian, Street Food, Beverages, Chinese, Shake, Sichuan",3.7,₹100 for one
1754,Wokitchen,https://www.zomato.com/bangalore/wokitchen-2-btm-bangalore/order,"Chinese, Vietnamese, Thai, Asian, Sichuan",4.0,₹100 for one
1755,Udupi Aramane,https://www.zomato.com/bangalore/udupi-aramane-bommanahalli-bangalore/order,"Chinese, North Indian, South Indian, Fast Food, Street Food, Desserts, Beverages",4.1,₹100 for one
1756,Carlos Cake Cafe,https://www.zomato.com/bangalore/carlos-cake-cafe-bellandur-bangalore/order,"Bakery, Desserts",4.1,₹100 for one
1757,Tasty Restaurant,https://www.zomato.com/bangalore/tasty-restaurant-3-btm-bangalore/order,"Arabian, North Indian, Chinese, Biryani, Mughlai, Beverages, South Indian, Sichuan",3.7,₹100 for one
1758,Punjabites By Empire,https://www.zomato.com/bangalore/punjabites-by-empire-sarjapur-road-bangalore/order,"North Indian, Mughlai, Biryani, Desserts, Beverages",3.2,₹100 for one
1759,The Meal Plate,https://www.zomato.com/bangalore/the-meal-plate-btm-bangalore/order,North Indian,4.1,₹100 for one
1760,Biryanis,https://www.zomato.com/bangalore/biryanis-hsr-bangalore/order,"Biryani, Andhra, Seafood, North Indian, Mughlai",4.0,₹100 for one
1761,Pizza @11th Cross,https://www.zomato.com/bangalore/pizza-@11th-cross-btm-bangalore/order,"Pizza, Burger, Fast Food",3.5,₹100 for one
1762,Rusbury Fresh Sweets And Savouries,https://www.zomato.com/bangalore/rusbury-fresh-sweets-and-savouries-bommanahalli-bangalore/order,"Mithai, Street Food, North Indian",4.2,₹100 for one
1763,Habibi Falafel,https://www.zomato.com/bangalore/habibi-falafel-bommanahalli-bangalore/order,"Arabian, Fast Food, Beverages, Desserts",4.3,₹100 for one
1764,Burgers@79,https://www.zomato.com/bangalore/burgers@79-btm-bangalore/order,"Fast Food, Burger",3.3,₹100 for one
1765,Sree Krishna Kafe,https://www.zomato.com/bangalore/sree-krishna-kafe-hsr-bangalore/order,"South Indian, Beverages",3.9,₹100 for one
1766,Sri Bhagya Sagar,https://www.zomato.com/bangalore/sri-bhagya-sagar-bommanahalli-bangalore/order,"South Indian, North Indian, Chinese, Street Food, Mughlai, Ice Cream, Desserts, Beverages",4.0,₹100 for one
1767,FB Café By Frozen Bottle,https://www.zomato.com/bangalore/fb-café-by-frozen-bottle-hsr-bangalore/order,"Desserts, Cafe",3.6,₹100 for one
1768,Aapni Rasoi,https://www.zomato.com/bangalore/aapni-rasoi-bellandur/order,"North Indian, Chinese",3.7,₹100 for one
1769,Savi Ruchi,https://www.zomato.com/bangalore/savi-ruchi-bommanahalli-bangalore/order,"North Indian, South Indian, Mughlai, Street Food, Chinese, Beverages",4.0,₹100 for one
1770,Bowl 99,https://www.zomato.com/bangalore/bowl-99-hsr-bangalore/order,"North Indian, South Indian",3.7,₹100 for one
1771,Maharaja Military Canteen,https://www.zomato.com/bangalore/maharaja-military-canteen-hsr-bangalore/order,"Biryani, South Indian",3.8,₹100 for one
1772,Simplee Shawarma,https://www.zomato.com/bangalore/simplee-shawarma-hsr-bangalore/order,"Lebanese, Fast Food, Beverages",4.0,₹250 for one
1773,Castle Restaurant,https://www.zomato.com/bangalore/castle-restaurant-btm-bangalore/order,"South Indian, North Indian, Chinese",4.1,₹250 for one
1774,New Udupi Upahar,https://www.zomato.com/bangalore/new-udupi-upahar-1-bommanahalli-bangalore/order,"South Indian, North Indian, Street Food",3.6,₹250 for one
1775,Ambara Gardenia,https://www.zomato.com/bangalore/ambara-gardenia-bannerghatta-road/order,"Andhra, North Indian, Chinese, Seafood, Desserts, Beverages",3.8,₹250 for one
1776,Hungry Chang,https://www.zomato.com/bangalore/hungry-chang-hsr-bangalore/order,"Chinese, Fast Food, Sichuan",3.8,₹250 for one
1777,Khichadiwala,https://www.zomato.com/bangalore/khichadiwala-hsr-bangalore/order,"North Indian, Healthy Food",4.3,₹250 for one
1778,Hotel Godavari,https://www.zomato.com/bangalore/hotel-godavari-btm/order,"Andhra, Biryani, North Indian, Chinese, South Indian",3.9,₹250 for one
1779,Brew Cafe,https://www.zomato.com/bangalore/brew-cafe-2-btm-bangalore/order,"Fast Food, Momos, Street Food, Ice Cream, Beverages",4.0,₹250 for one
1780,Kanti Bakes & Flakes,https://www.zomato.com/bangalore/kanti-bakes-flakes-bannerghatta-road-bangalore/order,"Bakery, Desserts, Mithai",4.0,₹250 for one
1781,Olio - The Wood Fired Pizzeria,https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-hsr-bangalore/order,"Pizza, Italian",3.6,₹250 for one
1782,Basaveshwara Khanavali,https://www.zomato.com/bangalore/basaveshwara-khanavali-5-hsr-bangalore/order,"South Indian, Street Food",3.9,₹250 for one
1783,Rolls & Bowls Company,https://www.zomato.com/bangalore/rolls-bowls-company-hsr-bangalore/order,"Rolls, North Indian, Chinese, Fast Food, Sichuan",3.6,₹250 for one
1784,Parkview,https://www.zomato.com/bangalore/parkview-jp-nagar/order,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Desserts",4.1,₹150 for one
1785,Hotel Palace,https://www.zomato.com/bangalore/hotel-palace-hsr/order,"South Indian, Biryani",4.1,₹150 for one
1786,Chickpete Donne Biryani House,https://www.zomato.com/bangalore/chickpete-donne-biryani-house-hsr-bangalore/order,"Biryani, Chinese, Kebab",3.7,₹150 for one
1787,Mayuri,https://www.zomato.com/bangalore/mayuri-1-jp-nagar-bangalore/order,"Andhra, North Indian, Chinese, Biryani, Beverages, Desserts",4.2,₹150 for one
1788,Udupi Kitchen,https://www.zomato.com/bangalore/udupi-kitchen-sarjapur-road-bangalore/order,"South Indian, Chinese, Street Food, Desserts, Beverages, Shake, Sichuan",3.7,₹150 for one
1789,The Rasoiya Street,https://www.zomato.com/bangalore/the-rasoiya-street-hsr-bangalore/order,"North Indian, Continental, Mexican, Chinese, Desserts, Beverages",3.7,₹150 for one
1790,Elite Kerala Mess,https://www.zomato.com/bangalore/elite-kerala-mess-bannerghatta-road-bangalore/order,"Kerala, South Indian, Biryani, Street Food, North Indian, Seafood",4.0,₹150 for one
1791,Copper Kitchen,https://www.zomato.com/bangalore/copper-kitchen-hsr-bangalore/order,"Biryani, Arabian, Chettinad, BBQ, Seafood, North Indian",3.8,₹150 for one
1792,Asia Kitchen By Mainland China,https://www.zomato.com/bangalore/asia-kitchen-by-mainland-china-sarjapur-road-bangalore/order,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages",4.2,₹150 for one
1793,Coal Spark,https://www.zomato.com/bangalore/coal-spark-hsr-bangalore/order,"North Indian, Seafood, BBQ, Chinese, Mughlai, Lebanese, Fast Food, Biryani",3.9,₹250 for one
1794,Tasty Magic,https://www.zomato.com/bangalore/tasty-magic-btm/order,"Chinese, North Indian, Mughlai, Beverages, Sichuan",3.5,₹250 for one
1795,Mast Marathi,https://www.zomato.com/bangalore/mast-marathi-hsr-bangalore/order,"Maharashtrian, Street Food, Desserts, Beverages",3.9,₹250 for one
1796,Dhaba Shaba,https://www.zomato.com/bangalore/dhaba-shaba-sarjapur-road/order,"North Indian, Fast Food, Chinese, Desserts, Beverages",4.1,₹250 for one
1797,New Gongura Grand,https://www.zomato.com/bangalore/new-gongura-grand-hsr/order,"Andhra, North Indian, Chinese, Mughlai, Seafood, Biryani, Beverages",3.8,₹250 for one
1798,Goplajee Cafe,https://www.zomato.com/bangalore/goplajee-cafe-hsr-bangalore/order,"Street Food, North Indian",4.0,₹250 for one
1799,Mallu House,https://www.zomato.com/bangalore/mallu-house-hsr-bangalore/order,"Kerala, South Indian, Biryani, Kebab, Desserts, Seafood",2.8,₹250 for one
1800,Holy Smoke,https://www.zomato.com/bangalore/holy-smoke-btm-bangalore/order,"Fast Food, Mughlai, Sichuan",3.9,₹250 for one
1801,Jeni's Kitchen,https://www.zomato.com/bangalore/jenis-kitchen-bommanahalli-bangalore/order,"Biryani, Chinese, North Indian, Andhra, Sichuan, Shake, Beverages",3.5,₹250 for one
1802,The Red Box,https://www.zomato.com/bangalore/the-red-box-hsr-bangalore/order,"Chinese, Thai, Sichuan",3.5,₹250 for one
1803,Keventers Ice Cream,https://www.zomato.com/bangalore/keventers-ice-cream-hsr-bangalore/order,"Ice Cream, Desserts, Shake, Beverages",4.2,₹250 for one
1804,Agarwal Food Service,https://www.zomato.com/bangalore/agarwal-food-service-btm-bangalore/order,"North Indian, Chinese, Bihari, Biryani",3.3,₹250 for one
